# Version 1.00
#
# Ref Impedances: Z01: 50, Z02: 50
# 
freq[Hz];Trc13_S11[dB];Trc15_S21[dB];re:Trc16_S11[U];im:Trc16_S11[U];Trc17_S21[°];
5.688900000000000E+006;-1.980333322534569E-001;-2.191641214512590E+001;-9.767409584557666E-001;-3.744655880452397E-002;-8.183243800170388E+001;
5.689000000000000E+006;-1.983775934090056E-001;-2.192475370405439E+001;-9.767012572034260E-001;-3.747087157673672E-002;-8.184115779540497E+001;
5.689100000000000E+006;-1.988625446109164E-001;-2.193675491276530E+001;-9.766475774338177E-001;-3.744661822759172E-002;-8.184580645590052E+001;
5.689200000000000E+006;-1.981639405988322E-001;-2.193609910209847E+001;-9.767305050567626E-001;-3.733540494168004E-002;-8.184673831929334E+001;
5.689300000000000E+006;-1.979217059555627E-001;-2.193168150364828E+001;-9.767576106655402E-001;-3.733995468149558E-002;-8.186927260947984E+001;
5.689400000000000E+006;-1.979546880825508E-001;-2.193748888848548E+001;-9.767551805830893E-001;-3.730634474716240E-002;-8.184890100614673E+001;
5.689500000000000E+006;-1.978393844348340E-001;-2.197172287493819E+001;-9.767701952430017E-001;-3.725317214337343E-002;-8.181731642566570E+001;
5.689600000000000E+006;-1.974307409026797E-001;-2.197330123773520E+001;-9.768164751747906E-001;-3.724640467506700E-002;-8.187116576698881E+001;
5.689700000000000E+006;-1.978589674014652E-001;-2.197441950073721E+001;-9.767713782544037E-001;-3.716422257860195E-002;-8.185890766416982E+001;
5.689800000000000E+006;-1.974880457439132E-001;-2.198875512086140E+001;-9.768144393516558E-001;-3.713035788597935E-002;-8.182967590463812E+001;
5.689900000000000E+006;-1.980459882143474E-001;-2.196779723714985E+001;-9.767528960117009E-001;-3.709636886546702E-002;-8.189009111736581E+001;
5.690000000000000E+006;-1.971784885948017E-001;-2.198347107810798E+001;-9.768511197055035E-001;-3.708253315129385E-002;-8.181620156428470E+001;
5.690100000000000E+006;-1.971093251161439E-001;-2.196757853855308E+001;-9.768598032244477E-001;-3.705897865695355E-002;-8.190032013496393E+001;
5.690200000000000E+006;-1.969206745409036E-001;-2.197892269196195E+001;-9.768850250020253E-001;-3.695406410636624E-002;-8.185775558148201E+001;
5.690300000000000E+006;-1.969648940440315E-001;-2.197857045134862E+001;-9.768802153771121E-001;-3.694954978685726E-002;-8.186136134505918E+001;
5.690400000000000E+006;-1.969165055219588E-001;-2.198205799308660E+001;-9.768911860028041E-001;-3.680330195822590E-002;-8.186813328022208E+001;
5.690500000000000E+006;-1.970780307605409E-001;-2.198124145734264E+001;-9.768713310707220E-001;-3.684741064449561E-002;-8.188547626130469E+001;
5.690600000000000E+006;-1.972584060949049E-001;-2.198383833397176E+001;-9.768546520306510E-001;-3.675089671942342E-002;-8.185684223578706E+001;
5.690700000000000E+006;-1.962746093658594E-001;-2.198885205945248E+001;-9.769662798168454E-001;-3.672902096249325E-002;-8.188230175339631E+001;
5.690800000000000E+006;-1.968400804346911E-001;-2.199905676800312E+001;-9.769029940020656E-001;-3.671825467568254E-002;-8.191335861854249E+001;
5.690900000000000E+006;-1.966958886857524E-001;-2.199447983247658E+001;-9.769220400697031E-001;-3.664352899038895E-002;-8.187158693586902E+001;
5.691000000000000E+006;-1.963825807221178E-001;-2.202076642058360E+001;-9.769587127687475E-001;-3.660661095988147E-002;-8.186634150231905E+001;
5.691100000000000E+006;-1.961873000435785E-001;-2.203806781673701E+001;-9.769819971034798E-001;-3.657219959222583E-002;-8.188419807465063E+001;
5.691200000000000E+006;-1.967060548255445E-001;-2.204002940428718E+001;-9.769263079203097E-001;-3.649893560361832E-002;-8.190370733619150E+001;
5.691300000000000E+006;-1.955149268703323E-001;-2.204253417510054E+001;-9.770591977429800E-001;-3.653307376340454E-002;-8.187416844626543E+001;
5.691400000000000E+006;-1.960885155947584E-001;-2.203937590710047E+001;-9.769995595502250E-001;-3.639987135688849E-002;-8.188134316137113E+001;
5.691500000000000E+006;-1.963326608661281E-001;-2.204950238728002E+001;-9.769736183706642E-001;-3.635802213971209E-002;-8.185059636072305E+001;
5.691600000000000E+006;-1.958681527780346E-001;-2.204749012933752E+001;-9.770283516832315E-001;-3.629313454321865E-002;-8.176833035982281E+001;
5.691700000000000E+006;-1.959929316002841E-001;-2.205770816822038E+001;-9.770145158538213E-001;-3.628723516694865E-002;-8.186893981815781E+001;
5.691800000000000E+006;-1.956181614678068E-001;-2.205482210806599E+001;-9.770579389382103E-001;-3.625467356855941E-002;-8.188549429485941E+001;
5.691900000000000E+006;-1.954240935676139E-001;-2.206836662861018E+001;-9.770820243264450E-001;-3.619466483601153E-002;-8.183158076652710E+001;
5.692000000000000E+006;-1.956133284952207E-001;-2.206144541548583E+001;-9.770625702430004E-001;-3.614436399510888E-002;-8.189388571364448E+001;
5.692100000000000E+006;-1.952060572185305E-001;-2.206070524239198E+001;-9.771089021302177E-001;-3.613206734538524E-002;-8.192918416019771E+001;
5.692200000000000E+006;-1.949027058692080E-001;-2.206287320931111E+001;-9.771432556867986E-001;-3.612716817610598E-002;-8.189961177766070E+001;
5.692300000000000E+006;-1.950196992923949E-001;-2.206865937224723E+001;-9.771332389028417E-001;-3.604152732111996E-002;-8.181795974801204E+001;
5.692400000000000E+006;-1.947872925966922E-001;-2.207275331114084E+001;-9.771603062928483E-001;-3.601748441370404E-002;-8.187328201332250E+001;
5.692500000000000E+006;-1.949859580556441E-001;-2.206405468384522E+001;-9.771384735257823E-001;-3.600263730899632E-002;-8.188310866042589E+001;
5.692600000000000E+006;-1.952392133992226E-001;-2.204747933648770E+001;-9.771136840442596E-001;-3.590100914549759E-002;-8.186227011151648E+001;
5.692700000000000E+006;-1.947572773265320E-001;-2.204847637159950E+001;-9.771706176378763E-001;-3.582897661919149E-002;-8.185923161429616E+001;
5.692800000000000E+006;-1.949165450061472E-001;-2.204483171313089E+001;-9.771519552481427E-001;-3.584862676600775E-002;-8.192020287840946E+001;
5.692900000000000E+006;-1.946727051350308E-001;-2.204675926001139E+001;-9.771822448703110E-001;-3.577165793998154E-002;-8.190438785918082E+001;
5.693000000000000E+006;-1.944403340681062E-001;-2.205505727666854E+001;-9.772092005385435E-001;-3.575039783476320E-002;-8.188484797567557E+001;
5.693100000000000E+006;-1.947293525746387E-001;-2.205350313805087E+001;-9.771782328536572E-001;-3.570687234099326E-002;-8.186350092600679E+001;
5.693200000000000E+006;-1.939375681563915E-001;-2.204870613581008E+001;-9.772679592562619E-001;-3.569246694199489E-002;-8.190438199542291E+001;
5.693300000000000E+006;-1.945997473111906E-001;-2.205728498581152E+001;-9.771966364166577E-001;-3.560263862214260E-002;-8.188780549084115E+001;
5.693400000000000E+006;-1.943554167777008E-001;-2.205402719510687E+001;-9.772241149413264E-001;-3.560391472881894E-002;-8.193127183090441E+001;
5.693500000000000E+006;-1.942361207393332E-001;-2.205600487012241E+001;-9.772392809970472E-001;-3.555649509746382E-002;-8.188625102667204E+001;
5.693600000000000E+006;-1.937351198506678E-001;-2.206253246754292E+001;-9.772950509588506E-001;-3.557499664900825E-002;-8.192060828444873E+001;
5.693700000000000E+006;-1.944342683542419E-001;-2.205757731973213E+001;-9.772198637004426E-001;-3.547655680191632E-002;-8.198653281563196E+001;
5.693800000000000E+006;-1.934680735727857E-001;-2.206699073224579E+001;-9.773291900013271E-001;-3.546350450047026E-002;-8.194132652365889E+001;
5.693900000000000E+006;-1.938740970622596E-001;-2.206546839290569E+001;-9.772854781454506E-001;-3.540744521952219E-002;-8.195005896546074E+001;
5.694000000000000E+006;-1.940380748629439E-001;-2.206858214408466E+001;-9.772690659724944E-001;-3.535049536520100E-002;-8.190034487713615E+001;
5.694100000000000E+006;-1.932146866268666E-001;-2.207591967737671E+001;-9.773610931958343E-001;-3.537093928579079E-002;-8.194459172737152E+001;
5.694200000000000E+006;-1.936318502301789E-001;-2.207382301978282E+001;-9.773179653866325E-001;-3.526376455256612E-002;-8.190065296837739E+001;
5.694300000000000E+006;-1.936012645463457E-001;-2.208015323774166E+001;-9.773224393616592E-001;-3.523526096238965E-002;-8.192928119411468E+001;
5.694400000000000E+006;-1.932853633584576E-001;-2.210776988407444E+001;-9.773585463360945E-001;-3.522096104467401E-002;-8.191210518339662E+001;
5.694500000000000E+006;-1.931816551811282E-001;-2.211932885830250E+001;-9.773726398273961E-001;-3.515405518397748E-002;-8.197555176852866E+001;
5.694600000000000E+006;-1.933415528197735E-001;-2.212002183890436E+001;-9.773556581161089E-001;-3.512530302215007E-002;-8.194257662999495E+001;
5.694700000000000E+006;-1.937556341100047E-001;-2.212259757375704E+001;-9.773111827414556E-001;-3.506467761001024E-002;-8.190302993892846E+001;
5.694800000000000E+006;-1.934464570225106E-001;-2.212585033648095E+001;-9.773457145899925E-001;-3.507307363371778E-002;-8.194714957727307E+001;
5.694900000000000E+006;-1.927356406507329E-001;-2.210683936590390E+001;-9.774286906378091E-001;-3.499249892726868E-002;-8.192668433543524E+001;
5.695000000000000E+006;-1.931093997336879E-001;-2.208876684681196E+001;-9.773875866414538E-001;-3.496432294375199E-002;-8.199355009624793E+001;
5.695100000000000E+006;-1.925601371426028E-001;-2.209501188577210E+001;-9.774477005256944E-001;-3.501386527651628E-002;-8.193583559026676E+001;
5.695200000000000E+006;-1.927442603421998E-001;-2.210248024083472E+001;-9.774318853584360E-001;-3.487593938578336E-002;-8.199617393508783E+001;
5.695300000000000E+006;-1.930160780349921E-001;-2.212106821438065E+001;-9.774028195469425E-001;-3.483217675958163E-002;-8.197939623995177E+001;
5.695400000000000E+006;-1.930480703040872E-001;-2.209998635336744E+001;-9.774015972684292E-001;-3.476526444202045E-002;-8.194617046426649E+001;
5.695500000000000E+006;-1.924355532498906E-001;-2.210053925413030E+001;-9.774683929793767E-001;-3.482759698461180E-002;-8.197489169987300E+001;
5.695600000000000E+006;-1.925542103575980E-001;-2.210553566434771E+001;-9.774577631976269E-001;-3.475060713255178E-002;-8.197826310585906E+001;
5.695700000000000E+006;-1.927091595945900E-001;-2.210346313653921E+001;-9.774433024883911E-001;-3.466617235971323E-002;-8.202188720234052E+001;
5.695800000000000E+006;-1.924882127493834E-001;-2.210626021307316E+001;-9.774689795752163E-001;-3.464412024784618E-002;-8.198325150515861E+001;
5.695900000000000E+006;-1.920119690581984E-001;-2.211030437240012E+001;-9.775243863000235E-001;-3.459488430218478E-002;-8.201924736076516E+001;
5.696000000000000E+006;-1.925997821311107E-001;-2.211215345003990E+001;-9.774594485337914E-001;-3.455823849527890E-002;-8.197614209725776E+001;
5.696100000000000E+006;-1.925219886200976E-001;-2.210366029993485E+001;-9.774693312871069E-001;-3.452662035751852E-002;-8.203316554297022E+001;
5.696200000000000E+006;-1.917899399163865E-001;-2.210926038471969E+001;-9.775532579043758E-001;-3.448585306087616E-002;-8.200869493906085E+001;
5.696300000000000E+006;-1.918903586426653E-001;-2.211172065756927E+001;-9.775436815683547E-001;-3.443651559343239E-002;-8.200296559310861E+001;
5.696400000000000E+006;-1.921470017995497E-001;-2.210038967915148E+001;-9.775154138221531E-001;-3.441802320196234E-002;-8.196122946207893E+001;
5.696500000000000E+006;-1.923371743489233E-001;-2.211246353618532E+001;-9.774960600994405E-001;-3.435904944566993E-002;-8.195667733436679E+001;
5.696600000000000E+006;-1.913801731066180E-001;-2.210701321527678E+001;-9.776049682141903E-001;-3.432859922861099E-002;-8.209037529797050E+001;
5.696700000000000E+006;-1.919456359973133E-001;-2.212144599064540E+001;-9.775417859341200E-001;-3.431328997025063E-002;-8.202136232853979E+001;
5.696800000000000E+006;-1.913790071053921E-001;-2.211343889412508E+001;-9.776068602674183E-001;-3.427842277030529E-002;-8.207495790773136E+001;
5.696900000000000E+006;-1.910784799606455E-001;-2.211864237518828E+001;-9.776431390284642E-001;-3.420956430988231E-002;-8.208197447360772E+001;
5.697000000000000E+006;-1.912568846807110E-001;-2.211479833493339E+001;-9.776258857330090E-001;-3.412797860666044E-002;-8.206649698213670E+001;
5.697100000000000E+006;-1.916091506489462E-001;-2.212290227369389E+001;-9.775869961308044E-001;-3.410486529990622E-002;-8.204643983964901E+001;
5.697200000000000E+006;-1.916827236218379E-001;-2.213168417362978E+001;-9.775799689059024E-001;-3.406863283535674E-002;-8.200143257018439E+001;
5.697300000000000E+006;-1.912662930840157E-001;-2.212925449918373E+001;-9.776272434791047E-001;-3.405864291339107E-002;-8.208703878268189E+001;
5.697400000000000E+006;-1.914735623520614E-001;-2.212233873164525E+001;-9.776059976464006E-001;-3.399799325507255E-002;-8.203564790590447E+001;
5.697500000000000E+006;-1.913714473024755E-001;-2.212604506532459E+001;-9.776190134900112E-001;-3.395458203413698E-002;-8.207427179380139E+001;
5.697600000000000E+006;-1.912593538607802E-001;-2.212968723563973E+001;-9.776329120881256E-001;-3.391808553451630E-002;-8.207400221886113E+001;
5.697700000000000E+006;-1.913166850375738E-001;-2.213300434727099E+001;-9.776269906198520E-001;-3.390254226699262E-002;-8.213152448599895E+001;
5.697800000000000E+006;-1.909074104770760E-001;-2.213517218771192E+001;-9.776763385162398E-001;-3.380937940467968E-002;-8.211227952628185E+001;
5.697900000000000E+006;-1.904831267556910E-001;-2.213561347657674E+001;-9.777257510796255E-001;-3.376315671434521E-002;-8.203887372552647E+001;
5.698000000000000E+006;-1.905605999632809E-001;-2.213249303827530E+001;-9.777192165860199E-001;-3.369948648805854E-002;-8.216089640055878E+001;
5.698100000000000E+006;-1.902489607225122E-001;-2.212186661061563E+001;-9.777551642649218E-001;-3.367551276195530E-002;-8.210819159681404E+001;
5.698200000000000E+006;-1.906264014338842E-001;-2.216117104366066E+001;-9.777110426269040E-001;-3.372147976230877E-002;-8.212745370080742E+001;
5.698300000000000E+006;-1.906632231690942E-001;-2.216398728735214E+001;-9.777113508760695E-001;-3.359197907046943E-002;-8.214287454341388E+001;
5.698400000000000E+006;-1.908646647381426E-001;-2.217002474637242E+001;-9.776900656620895E-001;-3.355073566667137E-002;-8.212037282253452E+001;
5.698500000000000E+006;-1.901157995007438E-001;-2.216803655451875E+001;-9.777735733077384E-001;-3.357660681632514E-002;-8.207860173191649E+001;
5.698600000000000E+006;-1.899397664918764E-001;-2.214931272871143E+001;-9.777966236294844E-001;-3.348297770749820E-002;-8.214224565064048E+001;
5.698700000000000E+006;-1.904364763160917E-001;-2.214231156011159E+001;-9.777404713778032E-001;-3.348800488010881E-002;-8.213994467450968E+001;
5.698800000000000E+006;-1.903875228612166E-001;-2.214784396349224E+001;-9.777488966524003E-001;-3.340298423377367E-002;-8.217287301673314E+001;
5.698900000000000E+006;-1.902514424435732E-001;-2.215574892769642E+001;-9.777652657695050E-001;-3.337273612129465E-002;-8.219901637235704E+001;
5.699000000000000E+006;-1.905569855395856E-001;-2.214554852122821E+001;-9.777292200304352E-001;-3.341991462921244E-002;-8.218871180778494E+001;
5.699100000000000E+006;-1.905086414002877E-001;-2.215029638261681E+001;-9.777388009509204E-001;-3.329878904575814E-002;-8.223542118847375E+001;
5.699200000000000E+006;-1.900067545979746E-001;-2.217228101749029E+001;-9.777965805074587E-001;-3.326303829297754E-002;-8.219105670397599E+001;
5.699300000000000E+006;-1.897347027933678E-001;-2.218857771894762E+001;-9.778274151451881E-001;-3.325795134176585E-002;-8.223986401800197E+001;
5.699400000000000E+006;-1.899209857175480E-001;-2.218948673938166E+001;-9.778069058748060E-001;-3.324366389259879E-002;-8.222059745612995E+001;
5.699500000000000E+006;-1.890472097698384E-001;-2.219418251153686E+001;-9.779067879704984E-001;-3.320248969072617E-002;-8.226763186168358E+001;
5.699600000000000E+006;-1.898355998760190E-001;-2.219604725639726E+001;-9.778214228609372E-001;-3.309941244418741E-002;-8.221643161760268E+001;
5.699700000000000E+006;-1.893494263755744E-001;-2.219846475229337E+001;-9.778761864490572E-001;-3.310035937836728E-002;-8.220432935147430E+001;
5.699800000000000E+006;-1.899411363212243E-001;-2.220103487537031E+001;-9.778127599491699E-001;-3.300381100100705E-002;-8.226912774747508E+001;
5.699900000000000E+006;-1.893865935219656E-001;-2.218372825153193E+001;-9.778765251960435E-001;-3.296632186208904E-002;-8.223006275641531E+001;
5.700000000000000E+006;-1.892720544059043E-001;-2.216554086224564E+001;-9.778868818556807E-001;-3.304196966586945E-002;-8.219558589558929E+001;
5.700100000000000E+006;-1.892445127960349E-001;-2.217456764965444E+001;-9.778934991675927E-001;-3.293783562243039E-002;-8.220139791829480E+001;
5.700200000000000E+006;-1.893747699031306E-001;-2.217685332171774E+001;-9.778797752783568E-001;-3.290939577052535E-002;-8.225321305321337E+001;
5.700300000000000E+006;-1.889406650481597E-001;-2.216856308108088E+001;-9.779299428316344E-001;-3.287257690723074E-002;-8.227188053526193E+001;
5.700400000000000E+006;-1.892944305980257E-001;-2.217585885324058E+001;-9.778924237291828E-001;-3.280244662526077E-002;-8.231089664323031E+001;
5.700500000000000E+006;-1.884364662810621E-001;-2.219440656659696E+001;-9.779907111473760E-001;-3.275527938371621E-002;-8.229229362823701E+001;
5.700600000000000E+006;-1.893685393048586E-001;-2.220502125220831E+001;-9.778847497651106E-001;-3.278220311042288E-002;-8.231810891907790E+001;
5.700700000000000E+006;-1.885345491329140E-001;-2.220929022710180E+001;-9.779797491197924E-001;-3.275247357310521E-002;-8.229801314478488E+001;
5.700800000000000E+006;-1.890712528144223E-001;-2.221345764670707E+001;-9.779215407672862E-001;-3.268411079895611E-002;-8.234538321744886E+001;
5.700900000000000E+006;-1.884342354770092E-001;-2.221396278171831E+001;-9.779925454160694E-001;-3.270798648152191E-002;-8.236624840339290E+001;
5.701000000000000E+006;-1.886093221436733E-001;-2.222320668049276E+001;-9.779783338119923E-001;-3.254239175044578E-002;-8.232550696533347E+001;
5.701100000000000E+006;-1.886750555384333E-001;-2.221510334550546E+001;-9.779694807762883E-001;-3.258574887082066E-002;-8.238861661011516E+001;
5.701200000000000E+006;-1.884183430925594E-001;-2.222905988416698E+001;-9.780003678187230E-001;-3.252715480307790E-002;-8.236937776939966E+001;
5.701300000000000E+006;-1.886264336494136E-001;-2.222639978906998E+001;-9.779800488546924E-001;-3.243270104095199E-002;-8.239006794027789E+001;
5.701400000000000E+006;-1.882741864227243E-001;-2.222533636252990E+001;-9.780184566315299E-001;-3.247180733983134E-002;-8.240822727720466E+001;
5.701500000000000E+006;-1.878016941803140E-001;-2.218957623476535E+001;-9.780728626705996E-001;-3.243733069375841E-002;-8.235924335196565E+001;
5.701600000000000E+006;-1.876725952813403E-001;-2.218872239279961E+001;-9.780875669907934E-001;-3.243277522034115E-002;-8.241147465184557E+001;
5.701700000000000E+006;-1.878747570551106E-001;-2.218561105934924E+001;-9.780675904154889E-001;-3.234783558173123E-002;-8.242098849444041E+001;
5.701800000000000E+006;-1.883948536127376E-001;-2.219176099450552E+001;-9.780091031426526E-001;-3.234359988101758E-002;-8.241004353511836E+001;
5.701900000000000E+006;-1.879024951416314E-001;-2.221320723808450E+001;-9.780643167920721E-001;-3.235227350880794E-002;-8.241361554375638E+001;
5.702000000000000E+006;-1.880290028702484E-001;-2.219067214646743E+001;-9.780538537061797E-001;-3.223726110804738E-002;-8.245025054854465E+001;
5.702100000000000E+006;-1.871244931989370E-001;-2.219839818585755E+001;-9.781577869918775E-001;-3.217751668718558E-002;-8.246539805760531E+001;
5.702200000000000E+006;-1.874622091586333E-001;-2.219491262851305E+001;-9.781185165400642E-001;-3.221392138575747E-002;-8.244323415767127E+001;
5.702300000000000E+006;-1.878307465557286E-001;-2.219403405266622E+001;-9.780796359314488E-001;-3.213291874193407E-002;-8.243654462488760E+001;
5.702400000000000E+006;-1.876162471622919E-001;-2.219672717923552E+001;-9.781040213617593E-001;-3.212667096018753E-002;-8.244949469170069E+001;
5.702500000000000E+006;-1.872947134789043E-001;-2.220153382996480E+001;-9.781440684767098E-001;-3.201076569286086E-002;-8.253880358519987E+001;
5.702600000000000E+006;-1.873696670927884E-001;-2.223744661222984E+001;-9.781339496590333E-001;-3.206172573884734E-002;-8.249720498322208E+001;
5.702700000000000E+006;-1.865091070807365E-001;-2.224004093255271E+001;-9.782349822396442E-001;-3.193900727241848E-002;-8.253251826801632E+001;
5.702800000000000E+006;-1.869942553553272E-001;-2.224516804403753E+001;-9.781833725912935E-001;-3.184434884234305E-002;-8.254469843124741E+001;
5.702900000000000E+006;-1.874662119994542E-001;-2.224021897449815E+001;-9.781291182124824E-001;-3.187655070325051E-002;-8.244659675813919E+001;
5.703000000000000E+006;-1.869955795419351E-001;-2.224650977258817E+001;-9.781831354807663E-001;-3.184704653162619E-002;-8.252477205326018E+001;
5.703100000000000E+006;-1.876456773483398E-001;-2.224349924117761E+001;-9.781131378906528E-001;-3.174585111840633E-002;-8.254042220799720E+001;
5.703200000000000E+006;-1.868566672037574E-001;-2.224633908478719E+001;-9.782022230793379E-001;-3.174161181064195E-002;-8.255049157222643E+001;
5.703300000000000E+006;-1.866554308024240E-001;-2.224629538819296E+001;-9.782245526676229E-001;-3.175263420599853E-002;-8.257447174052123E+001;
5.703400000000000E+006;-1.868952378928236E-001;-2.225535593383271E+001;-9.782005537663437E-001;-3.165894173024009E-002;-8.256454662038280E+001;
5.703500000000000E+006;-1.867230197857294E-001;-2.225007547615766E+001;-9.782200992078536E-001;-3.165493031793052E-002;-8.260288632372445E+001;
5.703600000000000E+006;-1.868078154938133E-001;-2.225580253716185E+001;-9.782109471706689E-001;-3.164232715849454E-002;-8.256473027637389E+001;
5.703700000000000E+006;-1.864523162775200E-001;-2.224608639281345E+001;-9.782531958093708E-001;-3.157518820069200E-002;-8.258744769662712E+001;
5.703800000000000E+006;-1.865367880380848E-001;-2.224892368247210E+001;-9.782452085399185E-001;-3.152755627327573E-002;-8.262281323139260E+001;
5.703900000000000E+006;-1.863988273963568E-001;-2.226705301524288E+001;-9.782598865157958E-001;-3.155472742417794E-002;-8.259565558165755E+001;
5.704000000000000E+006;-1.861377278222313E-001;-2.225472313679394E+001;-9.782928873151627E-001;-3.144406741401116E-002;-8.259390019717036E+001;
5.704100000000000E+006;-1.863916196079454E-001;-2.226701802535185E+001;-9.782646481741865E-001;-3.143206089406494E-002;-8.262993675091819E+001;
5.704200000000000E+006;-1.863225712920089E-001;-2.226203735790298E+001;-9.782732325092334E-001;-3.140716540044473E-002;-8.263146331502253E+001;
5.704300000000000E+006;-1.858181452765427E-001;-2.226537832395588E+001;-9.783305372672083E-001;-3.139370188191983E-002;-8.267471117185782E+001;
5.704400000000000E+006;-1.858541305287413E-001;-2.226618107358723E+001;-9.783286618790541E-001;-3.132563137556291E-002;-8.273048794336354E+001;
5.704500000000000E+006;-1.857934138180309E-001;-2.227514215389146E+001;-9.783370504157046E-001;-3.127741330310859E-002;-8.275043087388974E+001;
5.704600000000000E+006;-1.857781096372367E-001;-2.226163185379667E+001;-9.783400443892358E-001;-3.123771264801512E-002;-8.267624069530305E+001;
5.704700000000000E+006;-1.853995829785175E-001;-2.223288939364215E+001;-9.783858213387593E-001;-3.114056188687493E-002;-8.271046525230747E+001;
5.704800000000000E+006;-1.850472777090111E-001;-2.223652592057767E+001;-9.784235380189177E-001;-3.120359762592305E-002;-8.272203624993217E+001;
5.704900000000000E+006;-1.851772027785162E-001;-2.223162881575067E+001;-9.784107012880505E-001;-3.114668292962076E-002;-8.274001335853718E+001;
5.705000000000000E+006;-1.855576938880239E-001;-2.225904137342073E+001;-9.783695828365836E-001;-3.109059503623589E-002;-8.281339968072365E+001;
5.705100000000000E+006;-1.852697276965371E-001;-2.226216088896796E+001;-9.784027683843983E-001;-3.106805344521409E-002;-8.275716297733490E+001;
5.705200000000000E+006;-1.856035050538732E-001;-2.226992209807297E+001;-9.783662291269992E-001;-3.103353455953736E-002;-8.281753306417323E+001;
5.705300000000000E+006;-1.850617751600785E-001;-2.227398550825443E+001;-9.784290900676111E-001;-3.097742814873495E-002;-8.280494274641173E+001;
5.705400000000000E+006;-1.847359320923003E-001;-2.225586857610085E+001;-9.784673839783622E-001;-3.092838064988021E-002;-8.276739521512376E+001;
5.705500000000000E+006;-1.850666577342224E-001;-2.223954718850651E+001;-9.784294492572156E-001;-3.094868039586272E-002;-8.278794127472233E+001;
5.705600000000000E+006;-1.845715323559780E-001;-2.227511625271315E+001;-9.784892820731976E-001;-3.082190427644477E-002;-8.282881912190234E+001;
5.705700000000000E+006;-1.858059943746712E-001;-2.227934332359810E+001;-9.783500375590225E-001;-3.082351932275167E-002;-8.286799782887182E+001;
5.705800000000000E+006;-1.848087405714189E-001;-2.228014397417488E+001;-9.784655855869202E-001;-3.072486929335110E-002;-8.284096554570266E+001;
5.705900000000000E+006;-1.843816427777101E-001;-2.229405958614554E+001;-9.785136512705558E-001;-3.072791096662209E-002;-8.285406657227394E+001;
5.706000000000000E+006;-1.845449256177051E-001;-2.229208127557685E+001;-9.784965645124192E-001;-3.068565928416344E-002;-8.284037049023095E+001;
5.706100000000000E+006;-1.845723862291858E-001;-2.228150862348020E+001;-9.784951212716815E-001;-3.063289297586494E-002;-8.286034197530600E+001;
5.706200000000000E+006;-1.842949039451585E-001;-2.227997733614668E+001;-9.785282310069556E-001;-3.057472347536610E-002;-8.289203906030772E+001;
5.706300000000000E+006;-1.843743490398797E-001;-2.228994731120894E+001;-9.785199078718627E-001;-3.055437400746156E-002;-8.293341548140445E+001;
5.706400000000000E+006;-1.841004038736932E-001;-2.229151523605604E+001;-9.785498174326057E-001;-3.058582887604106E-002;-8.293131165360063E+001;
5.706500000000000E+006;-1.844875325554795E-001;-2.229129562601403E+001;-9.785091182671614E-001;-3.049110442584876E-002;-8.291187305573232E+001;
5.706600000000000E+006;-1.839310535564692E-001;-2.229540442795392E+001;-9.785724224487521E-001;-3.047341098813086E-002;-8.294268025548628E+001;
5.706700000000000E+006;-1.836943312594974E-001;-2.227265402827824E+001;-9.786010079564796E-001;-3.041266926841242E-002;-8.298084123376910E+001;
5.706800000000000E+006;-1.845078923975410E-001;-2.226253206482501E+001;-9.785101206678968E-001;-3.038507349339862E-002;-8.295595051112582E+001;
5.706900000000000E+006;-1.836193269689840E-001;-2.225972179662378E+001;-9.786095470949410E-001;-3.041007767492531E-002;-8.300638062232575E+001;
5.707000000000000E+006;-1.839618312267067E-001;-2.226085519301712E+001;-9.785758177757292E-001;-3.025211884396468E-002;-8.299555490972676E+001;
5.707100000000000E+006;-1.838921114125088E-001;-2.226839678281392E+001;-9.785823971743956E-001;-3.029359115958006E-002;-8.301624576810899E+001;
5.707200000000000E+006;-1.838144465453208E-001;-2.226625151642757E+001;-9.785940153285366E-001;-3.020107002268061E-002;-8.298839103130737E+001;
5.707300000000000E+006;-1.839142215277709E-001;-2.226641011816968E+001;-9.785845246673841E-001;-3.014395204898459E-002;-8.301480156411245E+001;
5.707400000000000E+006;-1.838666203137605E-001;-2.226318129163032E+001;-9.785892040049344E-001;-3.016630147534652E-002;-8.301836847082775E+001;
5.707500000000000E+006;-1.833295472623814E-001;-2.225830606374261E+001;-9.786512089705718E-001;-3.011965733863076E-002;-8.304442176336747E+001;
5.707600000000000E+006;-1.835123050002602E-001;-2.227435646355082E+001;-9.786324118402328E-001;-3.006066901724083E-002;-8.301751419951994E+001;
5.707700000000000E+006;-1.833351477769292E-001;-2.227412389817725E+001;-9.786510097030737E-001;-3.010560617727814E-002;-8.307493578735540E+001;
5.707800000000000E+006;-1.833307400397335E-001;-2.227452311966641E+001;-9.786543278001239E-001;-3.001376286275116E-002;-8.305238008385743E+001;
5.707900000000000E+006;-1.833778592411695E-001;-2.227235803586513E+001;-9.786513673205870E-001;-2.993692453780520E-002;-8.310261293258532E+001;
5.708000000000000E+006;-1.830224709534722E-001;-2.226983999529301E+001;-9.786919462500316E-001;-2.992062179584674E-002;-8.308580674200709E+001;
5.708100000000000E+006;-1.832976923554518E-001;-2.227480979502033E+001;-9.786618624250064E-001;-2.988935124716117E-002;-8.307385560310047E+001;
